sembrada,cosechada,siniestrada,volumenproduccion,latitud,longitud,altitud,cicloproductivo_Otoño-Invierno,cicloproductivo_Perennes,cicloproductivo_Primavera-Verano,modalidad_Riego,modalidad_Temporal,cultivo_Avena forrajera en verde,cultivo_Frijol,cultivo_Maíz grano,cultivo_Pastos y praderas,cultivo_Tomate rojo (jitomate),K=8 Cluster Labels,rendimiento,estado
8200.0,8200.0,0.0,3690.0,23.293893,-102.346888,1978.0,0,0,1,0,1,0,0,1,0,0,2,0.45,Zacatecas
5627.0,5627.0,0.0,3729.34,21.879823,-102.296047,1878.0,0,0,1,0,1,0,0,1,0,0,2,0.66,Aguascalientes
9.0,9.0,0.0,1647.0,26.401018,-99.026109,57.0,0,0,1,1,0,0,0,0,0,1,4,183.0,Tamaulipas
510.0,510.0,0.0,867.0,30.413986,-107.912103,1457.0,0,0,1,1,0,0,1,0,0,0,7,1.7,Chihuahua
1300.0,1300.0,0.0,910.0,20.886561,-98.205445,258.0,1,0,0,0,1,0,1,0,0,0,3,0.7,Veracruz
6.56,6.56,0.0,1508.8,22.776096,-102.571836,2423.0,0,0,1,1,0,0,0,0,0,1,4,230.0,Zacatecas
1770.0,1770.0,0.0,3982.5,18.977759,-98.448219,2153.0,0,0,1,0,1,0,0,1,0,0,2,2.25,Puebla
601.0,601.0,0.0,836.3,25.034434,-111.673218,49.0,0,0,1,1,0,0,1,0,0,0,7,1.39,Baja California Sur
25.0,25.0,0.0,1950.0,20.271234,-102.561058,1528.0,1,0,0,1,0,0,0,0,0,1,4,78.0,Michoacán
2793.0,2684.88,108.12,3758.83,20.23841,-98.322164,2147.0,0,0,1,0,1,0,0,1,0,0,2,1.4,Hidalgo
840.0,840.0,0.0,3360.0,19.8075,-104.215556,881.0,0,0,1,0,1,0,0,1,0,0,2,4.0,Jalisco
887.0,770.25,116.75,2695.88,22.298842,-101.575167,2470.0,0,0,1,1,0,0,0,1,0,0,2,3.5,Zacatecas
2312.0,2312.0,0.0,24969.6,22.323209,-100.266649,1106.0,0,1,0,0,1,0,0,0,1,0,6,10.8,San Luis Potosí
2070.0,2070.0,0.0,3270.6,17.98943,-93.376856,19.0,0,0,1,0,1,0,0,1,0,0,2,1.58,Tabasco
1305.0,1305.0,0.0,3784.5,19.334518,-98.167906,2313.0,0,0,1,0,1,0,0,1,0,0,2,2.9,Tlaxcala
1480.0,1480.0,0.0,3700.0,20.511372,-100.996503,1731.0,0,0,1,0,1,0,0,1,0,0,2,2.5,Guanajuato
820.0,820.0,0.0,29372.4,20.155556,-103.183889,1536.0,0,1,0,0,1,0,0,0,1,0,6,35.82,Jalisco
4421.0,4123.0,298.0,3298.4,21.650007,-99.818685,899.0,0,0,1,0,1,0,0,1,0,0,2,0.8,San Luis Potosí
1750.0,1750.0,0.0,36811.25,19.978611,-103.257222,2121.0,0,1,0,0,1,0,0,0,1,0,6,21.04,Jalisco
346.0,346.0,0.0,3667.6,25.565547,-108.471818,21.0,0,0,1,1,0,0,0,1,0,0,7,10.6,Sinaloa
1469.0,1454.0,0.0,33296.6,26.498369,-100.181147,301.0,0,1,0,1,0,0,0,0,1,0,6,22.9,Nuevo León
3280.0,3280.0,0.0,3608.0,24.778255,-104.459226,1691.0,0,0,1,0,1,0,0,1,0,0,2,1.1,Durango
10.7,10.7,0.0,1850.16,18.979455,-97.78546,2140.0,0,0,1,1,0,0,0,0,0,1,4,172.91,Puebla
614.0,614.0,0.0,3605.76,22.122545,-105.20413,23.0,1,0,0,0,1,0,0,1,0,0,3,5.87,Nayarit
874.0,874.0,0.0,17480.0,19.043075,-100.041359,1719.0,0,0,1,0,1,1,0,0,0,0,5,20.0,México
355.88,355.88,0.0,676.17,25.822372,-108.222046,80.0,1,0,0,1,0,0,1,0,0,0,7,1.9,Sinaloa
425.0,425.0,0.0,3224.15,20.473611,-103.443056,1585.0,0,0,1,1,0,0,0,1,0,0,2,7.59,Jalisco
3500.0,3500.0,0.0,3150.0,18.082201,-97.917848,1359.0,0,0,1,0,1,0,0,1,0,0,2,0.9,Puebla
32.0,32.0,0.0,2624.0,26.910833,-109.625278,12.0,1,0,0,1,0,0,0,0,0,1,7,82.0,Sonora
750.0,750.0,0.0,36375.0,20.779444,-102.905278,1693.0,0,1,0,1,0,0,0,0,1,0,6,48.5,Jalisco
10.3,10.3,0.0,1236.0,19.713924,-99.953294,2571.0,0,0,1,1,0,0,0,0,0,1,4,120.0,México
2064.0,2064.0,0.0,2683.2,20.835483,-98.284531,648.0,1,0,0,0,1,0,0,1,0,0,3,1.3,Hidalgo
462.0,462.0,0.0,3130.56,20.638611,-103.307222,1569.0,0,0,1,0,1,0,0,1,0,0,2,6.78,Jalisco
13.01,13.01,0.0,2367.78,16.77919,-96.615456,1582.0,1,0,0,1,0,0,0,0,0,1,4,182.0,Oaxaca
1855.0,1855.0,0.0,3265.0,16.140397,-91.295104,387.0,0,0,1,0,1,0,0,1,0,0,2,1.76,Chiapas
1600.0,1600.0,0.0,42960.0,20.6075,-102.22,2108.0,0,1,0,0,1,0,0,0,1,0,6,26.85,Jalisco
661.0,661.0,0.0,4098.2,20.285316,-99.413231,2120.0,0,0,1,1,0,0,0,1,0,0,2,6.2,Hidalgo
413.69,413.69,0.0,3557.73,25.783417,-108.994343,9.0,0,0,1,1,0,0,0,1,0,0,7,8.6,Sinaloa
1034.0,1034.0,0.0,20350.0,23.31896,-99.02363,268.0,0,1,0,0,1,0,0,0,1,0,6,19.68,Tamaulipas
363.0,363.0,0.0,762.3,23.200316,-106.422221,10.0,1,0,0,1,0,0,1,0,0,0,7,2.1,Sinaloa
2525.0,2525.0,0.0,2752.25,17.405591,-93.337136,121.0,1,0,0,0,1,0,0,1,0,0,3,1.09,Chiapas
2620.0,2620.0,0.0,42968.0,21.050587,-104.484664,986.0,0,1,0,0,1,0,0,0,1,0,6,16.4,Nayarit
1213.0,1213.0,0.0,3323.62,19.146971,-96.96735,1286.0,0,0,1,0,1,0,0,1,0,0,2,2.74,Veracruz
1450.0,1450.0,0.0,2900.0,17.031124,-95.446467,541.0,0,0,1,0,1,0,0,1,0,0,2,2.0,Oaxaca
1520.0,1420.0,100.0,3124.0,20.171229,-97.405467,223.0,0,0,1,0,1,0,0,1,0,0,2,2.2,Puebla
604.0,604.0,0.0,2657.6,19.330504,-98.582399,2636.0,0,0,1,1,0,0,0,1,0,0,2,4.4,Puebla
664.6,664.6,0.0,2976.5,19.161897,-97.548412,2390.0,0,0,1,1,0,0,0,1,0,0,2,4.48,Puebla
1410.0,1410.0,0.0,25505.49,24.581774,-98.943635,445.0,0,1,0,0,1,0,0,0,1,0,6,18.09,Tamaulipas
647.0,647.0,0.0,20263.64,27.92939,-101.303293,378.0,0,1,0,1,0,0,0,0,1,0,6,31.32,Coahuila
700.0,700.0,0.0,2772.0,18.240922,-96.134797,41.0,0,0,1,0,1,0,0,1,0,0,2,3.96,Veracruz
921.96,892.86,29.1,3687.51,18.161267,-100.390821,295.0,0,0,1,1,0,0,0,1,0,0,2,4.13,Guerrero
57.5,57.5,0.0,2012.5,18.910503,-103.873548,33.0,1,0,0,1,0,0,0,0,0,1,4,35.0,Colima
1390.0,1390.0,0.0,2919.0,17.335828,-95.700692,419.0,0,0,1,0,1,0,0,1,0,0,2,2.1,Oaxaca
67.0,67.0,0.0,1708.5,19.623525,-96.733619,1111.0,1,0,0,1,0,0,0,0,0,1,4,25.5,Veracruz
4856.0,2556.0,2300.0,4038.48,19.805966,-97.308682,1865.0,0,0,1,0,1,0,0,1,0,0,2,1.58,Veracruz
1800.0,1800.0,0.0,3600.0,19.826306,-101.038485,1844.0,0,0,1,0,1,0,0,1,0,0,2,2.0,Michoacán
3500.0,3500.0,0.0,28525.0,23.646359,-100.644198,1577.0,0,1,0,0,1,0,0,0,1,0,6,8.15,San Luis Potosí
1112.0,1112.0,0.0,2946.8,19.115303,-96.858759,931.0,0,0,1,0,1,0,0,1,0,0,2,2.65,Veracruz
2500.0,2000.0,500.0,3160.0,18.090706,-92.138729,3.0,1,0,0,0,1,0,0,1,0,0,3,1.58,Tabasco
350.0,350.0,0.0,3570.0,20.15096,-102.065921,1867.0,0,0,1,1,0,0,0,1,0,0,2,10.2,Michoacán
1100.0,1100.0,0.0,2750.0,20.046047,-98.162348,2277.0,0,0,1,1,0,0,0,1,0,0,2,2.5,Puebla
1265.0,1265.0,0.0,22011.0,18.979092,-99.416944,2339.0,0,0,1,0,1,1,0,0,0,0,5,17.4,México
2295.0,2295.0,0.0,3006.45,17.405591,-93.337136,121.0,0,0,1,0,1,0,0,1,0,0,2,1.31,Chiapas
70.0,70.0,0.0,2349.9,18.457887,-99.405342,1262.0,0,0,1,0,1,0,0,0,0,1,4,33.57,Guerrero
722.0,722.0,0.0,3488.74,19.201163,-99.561873,2583.0,0,0,1,0,1,0,0,1,0,0,2,4.83,México
9.07,9.07,0.0,1997.08,17.070874,-96.825177,1633.0,1,0,0,1,0,0,0,0,0,1,4,220.19,Oaxaca
689.0,689.0,0.0,17968.45,21.961273,-102.343416,1878.0,1,0,0,1,0,1,0,0,0,0,5,26.08,Aguascalientes
2285.0,2285.0,0.0,3039.05,18.071283,-96.536115,130.0,1,0,0,0,1,0,0,1,0,0,3,1.33,Oaxaca
1980.0,1980.0,0.0,3680.5,19.200258,-97.06771,1796.0,0,0,1,0,1,0,0,1,0,0,2,1.86,Puebla
410.0,410.0,0.0,3548.0,29.564501,-104.415665,799.0,0,0,1,1,0,0,0,1,0,0,7,8.65,Chihuahua
1335.0,1335.0,0.0,4005.0,19.564623,-101.414779,2100.0,0,0,1,0,1,0,0,1,0,0,2,3.0,Michoacán
1020.0,1020.0,0.0,37556.4,20.435,-103.928611,1305.0,0,1,0,0,1,0,0,0,1,0,6,36.82,Jalisco
7215.0,4164.0,3051.0,3331.2,22.617911,-100.399572,1651.0,0,0,1,0,1,0,0,1,0,0,2,0.8,San Luis Potosí
857.05,857.05,0.0,13826.6,27.486291,-99.508493,126.0,0,1,0,1,0,0,0,0,1,0,6,16.13,Tamaulipas
10.0,10.0,0.0,1487.0,18.961709,-99.642,2159.0,0,0,1,1,0,0,0,0,0,1,4,148.7,México
909.0,909.0,0.0,31500.0,16.50384,-95.057045,22.0,0,1,0,1,0,0,0,0,1,0,6,34.65,Oaxaca
1148.0,1148.0,0.0,918.4,16.808583,-98.733613,280.0,0,0,1,0,1,0,1,0,0,0,1,0.8,Guerrero
80.0,65.0,15.0,1422.2,18.591411,-100.784752,303.0,0,0,1,0,1,0,0,0,0,1,4,21.88,Michoacán
1064.0,1064.0,0.0,20716.08,24.048799,-98.900294,149.0,0,1,0,0,1,0,0,0,1,0,6,19.47,Tamaulipas
1085.0,1085.0,0.0,18011.0,19.891674,-100.441667,2020.0,1,0,0,1,0,1,0,0,0,0,5,16.6,Michoacán
2210.0,2210.0,0.0,3131.1,21.208391,-98.397603,142.0,0,0,1,0,1,0,0,1,0,0,2,1.42,Veracruz
1410.0,1410.0,0.0,3116.1,18.424615,-95.112339,363.0,0,0,1,0,1,0,0,1,0,0,2,2.21,Veracruz
325.0,325.0,0.0,14185.28,25.543234,-100.950782,1393.0,0,1,0,1,0,0,0,0,1,0,6,43.65,Coahuila
1021.0,1021.0,0.0,3318.92,19.51344,-98.881484,2250.0,0,0,1,0,1,0,0,1,0,0,2,3.25,México
13.5,13.5,0.0,1937.25,23.848172,-104.244767,1730.0,0,0,1,1,0,0,0,0,0,1,4,143.5,Durango
348.0,348.0,0.0,3518.28,32.641176,-115.475579,1.0,0,0,1,1,0,0,0,1,0,0,7,10.11,Baja California
1585.0,1585.0,0.0,3645.5,18.246447,-94.760239,119.0,0,0,1,0,1,0,0,1,0,0,2,2.3,Veracruz
20.0,20.0,0.0,2220.0,27.127705,-109.842611,17.0,0,0,1,1,0,0,0,0,0,1,7,111.0,Sonora
750.0,750.0,0.0,2977.5,18.240922,-96.134797,41.0,1,0,0,0,1,0,0,1,0,0,3,3.97,Veracruz
1705.0,1705.0,0.0,30690.0,18.937073,-103.964997,20.0,0,1,0,0,1,0,0,0,1,0,6,18.0,Colima
1528.0,1528.0,0.0,916.9,17.173232000000002,-92.685932,300.0,0,0,1,0,1,0,1,0,0,0,1,0.6,Chiapas
903.75,903.75,0.0,22540.5,15.146063,-92.421621,71.0,0,1,0,0,1,0,0,0,1,0,6,24.94,Chiapas
3040.0,2983.5,56.5,37293.75,19.915397,-98.668131,2456.0,0,0,1,0,1,1,0,0,0,0,5,12.5,Hidalgo
1350.0,1350.0,0.0,2983.5,19.939479,-97.289041,921.0,0,0,1,0,1,0,0,1,0,0,2,2.21,Puebla
5008.0,2708.0,2300.0,3926.6,19.351586,-97.148803,2052.0,0,0,1,0,1,0,0,1,0,0,2,1.45,Veracruz
2000.0,2000.0,0.0,2900.0,20.174698,-98.05134,1534.0,0,0,1,0,1,0,0,1,0,0,2,1.45,Puebla
2400.0,2400.0,0.0,25200.0,28.952758000000003,-107.829839,1858.0,0,0,1,0,1,1,0,0,0,0,5,10.5,Chihuahua
478.0,478.0,0.0,13173.0,22.238317,-102.089275,2168.0,1,0,0,1,0,1,0,0,0,0,5,27.56,Aguascalientes
1245.0,1245.0,0.0,881.24,18.993408,-97.708794,2162.0,0,0,1,0,1,0,1,0,0,0,1,0.71,Puebla
1235.0,1235.0,0.0,3087.5,20.184737,-97.586271,299.0,0,0,1,0,1,0,0,1,0,0,2,2.5,Veracruz
998.0,998.0,0.0,3215.22,19.838223,-98.030975,2282.0,0,0,1,1,0,0,0,1,0,0,2,3.22,Puebla
1503.0,1503.0,0.0,901.8,17.173232000000002,-92.685932,300.0,1,0,0,0,1,0,1,0,0,0,3,0.6,Chiapas
652.0,652.0,0.0,3390.4,19.786978,-99.66777,2729.0,0,0,1,1,0,0,0,1,0,0,2,5.2,México
912.0,912.0,0.0,3219.4,19.184387,-99.413736,2790.0,0,0,1,0,1,0,0,1,0,0,2,3.53,México
2653.0,2647.0,6.0,3441.1,20.399143,-98.20206,1019.0,0,0,1,0,1,0,0,1,0,0,2,1.3,Hidalgo
1050.0,1050.0,0.0,783.0,28.764943,-107.253622,2023.0,0,0,1,0,1,0,1,0,0,0,1,0.75,Chihuahua
570.0,570.0,0.0,2850.0,19.242071,-97.768833,2365.0,0,0,1,1,0,0,0,1,0,0,2,5.0,Puebla
5000.0,5000.0,0.0,3250.0,22.238317,-102.089275,2168.0,0,0,1,0,1,0,0,1,0,0,2,0.65,Aguascalientes
3000.0,1532.0,1468.0,3055.44,17.800395,-91.533846,12.0,1,0,0,0,1,0,0,1,0,0,3,1.99,Tabasco
2232.0,2017.7,214.3,3430.09,19.9675,-98.517222,2634.0,0,0,1,0,1,0,0,1,0,0,2,1.7,Hidalgo
6.0,6.0,0.0,1260.0,19.915397,-98.668131,2456.0,0,0,1,1,0,0,0,0,0,1,4,210.0,Hidalgo
900.0,900.0,0.0,26100.0,21.000822,-100.38572,2093.0,1,0,0,1,0,1,0,0,0,0,5,29.0,Guanajuato
782.0,710.0,72.0,2520.5,22.357088,-101.712599,2161.0,0,0,1,1,0,0,0,1,0,0,2,3.55,Zacatecas
813.0,813.0,0.0,2926.8,18.591581,-98.55641,1220.0,0,0,1,1,0,0,0,1,0,0,2,3.6,Puebla
2469.55,2469.55,0.0,3018.76,17.006659,-92.46958,1187.0,0,0,1,0,1,0,0,1,0,0,2,1.22,Chiapas
1679.0,1679.0,0.0,2620.5,17.742762,-98.660728,1459.0,0,0,1,0,1,0,0,1,0,0,2,1.56,Guerrero
822.75,822.75,0.0,22584.49,14.911071,-92.26432,176.0,0,1,0,1,0,0,0,0,1,0,6,27.45,Chiapas
526.0,526.0,0.0,999.4,27.127705,-109.842611,17.0,0,0,1,1,0,0,1,0,0,0,7,1.9,Sonora
848.0,848.0,0.0,3392.0,18.966133,-97.905434,2234.0,0,0,1,1,0,0,0,1,0,0,2,4.0,Puebla
1105.0,1105.0,0.0,3757.0,18.616875,-99.323701,882.0,0,0,1,0,1,0,0,1,0,0,2,3.4,Morelos
2500.0,2500.0,0.0,30500.0,26.089869,-99.614733,279.0,0,1,0,0,1,0,0,0,1,0,6,12.2,Nuevo León
373.0,341.0,32.0,787.15,22.442701,-101.908896,2191.0,0,0,1,1,0,0,1,0,0,0,1,2.31,Zacatecas
415.0,415.0,0.0,3465.67,27.550074,-110.082975,26.0,0,0,1,1,0,0,0,1,0,0,7,8.35,Sonora
1110.0,1110.0,0.0,2974.8,19.31466,-96.902586,980.0,0,0,1,0,1,0,0,1,0,0,2,2.68,Veracruz
1950.0,1950.0,0.0,3276.0,21.029579,-101.878099,1764.0,0,0,1,0,1,0,0,1,0,0,2,1.68,Guanajuato
1860.0,1860.0,0.0,2994.0,17.98943,-93.376856,19.0,0,0,1,0,1,0,0,1,0,0,2,1.61,Tabasco
1206.0,1206.0,0.0,3859.2,20.483953,-89.713378,12.0,0,0,1,1,0,0,0,1,0,0,2,3.2,Yucatán
453.5,453.5,0.0,15026.95,17.212739000000003,-100.433129,40.0,0,1,0,1,0,0,0,0,1,0,6,33.14,Guerrero
1350.0,1350.0,0.0,2902.5,18.747305,-96.786203,420.0,0,0,1,0,1,0,0,1,0,0,2,2.15,Veracruz
2975.0,2455.0,520.0,22482.5,21.932378,-99.992923,991.0,0,1,0,0,1,0,0,0,1,0,6,9.16,San Luis Potosí
1310.0,1310.0,0.0,3799.0,19.355795,-98.15038,2323.0,0,0,1,0,1,0,0,1,0,0,2,2.9,Tlaxcala
46.0,46.0,0.0,1955.0,19.893824,-101.215305,1837.0,0,0,1,1,0,0,0,0,0,1,4,42.5,Michoacán
14.5,14.5,0.0,1990.15,18.886062,-99.060754,1212.0,1,0,0,1,0,0,0,0,0,1,4,137.25,Morelos
83.0,83.0,0.0,2174.6,19.030861,-98.782666,2358.0,0,0,1,0,1,0,0,0,0,1,4,26.2,México
13.0,13.0,0.0,2600.0,20.186444,-100.144195,2639.0,0,0,1,1,0,0,0,0,0,1,4,200.0,Querétaro
729.0,729.0,0.0,2988.9,19.145773,-102.220048,592.0,0,0,1,0,1,0,0,1,0,0,2,4.1,Michoacán
1300.0,1300.0,0.0,2990.0,19.555474,-97.649128,2468.0,0,0,1,0,1,0,0,1,0,0,2,2.3,Puebla
513.0,513.0,0.0,2667.6,22.931344,-101.094629,1788.0,0,0,1,1,0,0,0,1,0,0,2,5.2,San Luis Potosí
1175.0,1175.0,0.0,23265.0,19.313104,-98.884247,2242.0,0,0,1,0,1,1,0,0,0,0,5,19.8,México
12.0,12.0,0.0,1716.0,18.462184,-97.391999,1628.0,0,0,1,1,0,0,0,0,0,1,4,143.0,Puebla
3100.0,3100.0,0.0,3038.0,16.791641000000002,-96.675064,1510.0,0,0,1,0,1,0,0,1,0,0,2,0.98,Oaxaca
1995.0,1995.0,0.0,2953.0,18.266048,-93.225017,7.0,0,0,1,0,1,0,0,1,0,0,2,1.48,Tabasco
10.81,10.81,0.0,2118.76,16.735146,-96.726033,1492.0,1,0,0,1,0,0,0,0,0,1,4,196.0,Oaxaca
1462.0,1462.0,0.0,2763.18,15.211938,-92.576024,35.0,0,0,1,0,1,0,0,1,0,0,2,1.89,Chiapas
2115.0,2115.0,0.0,22207.5,22.427666,-100.279597,1192.0,0,1,0,0,1,0,0,0,1,0,6,10.5,San Luis Potosí
920.0,920.0,0.0,26864.0,21.14264,-100.318949,2120.0,1,0,0,1,0,1,0,0,0,0,5,29.2,Guanajuato
350.0,350.0,0.0,2992.5,21.000822,-100.38572,2093.0,0,0,1,1,0,0,0,1,0,0,2,8.55,Guanajuato
3999.0,3999.0,0.0,3559.11,20.382582,-98.963953,2029.0,0,0,1,0,1,0,0,1,0,0,2,0.89,Hidalgo
1680.0,1680.0,0.0,3477.6,18.770708,-98.541532,1581.0,0,0,1,0,1,0,0,1,0,0,2,2.07,Puebla
5.0,5.0,0.0,1250.0,22.448681,-102.349989,2034.0,0,0,1,1,0,0,0,0,0,1,4,250.0,Zacatecas
691.0,691.0,0.0,2971.3,19.191367,-102.843708,364.0,0,0,1,1,0,0,0,1,0,0,2,4.3,Michoacán
900.0,900.0,0.0,3780.0,19.697222,-103.983611,720.0,0,0,1,0,1,0,0,1,0,0,2,4.2,Jalisco
1975.0,1975.0,0.0,809.75,17.557021,-92.333422,11.0,1,0,0,0,1,0,1,0,0,0,3,0.41,Chiapas
2849.0,2849.0,0.0,3276.35,20.338056,-98.226729,1641.0,0,0,1,0,1,0,0,1,0,0,2,1.15,Hidalgo
1550.0,1550.0,0.0,3255.0,18.240372,-96.403581,40.0,1,0,0,0,1,0,0,1,0,0,3,2.1,Oaxaca
2450.0,2450.0,0.0,980.0,16.786119,-92.334917,2006.0,0,0,1,0,1,0,1,0,0,0,1,0.4,Chiapas
8.0,8.0,0.0,1514.0,18.840984,-99.183243,1248.0,0,0,1,1,0,0,0,0,0,1,4,189.25,Morelos
3830.0,3830.0,0.0,3064.0,24.826267,-100.077428,1639.0,0,0,1,0,1,0,0,1,0,0,2,0.8,Nuevo León
1398.0,1398.0,0.0,2726.1,20.550651,-89.85624399999999,15.0,0,0,1,0,1,0,0,1,0,0,2,1.95,Yucatán
1300.0,1300.0,0.0,3263.0,19.909963,-102.006741,2015.0,0,0,1,0,1,0,0,1,0,0,2,2.51,Michoacán
3700.0,3700.0,0.0,3330.0,19.905217,-99.341814,2139.0,0,0,1,0,1,0,0,1,0,0,2,0.9,Hidalgo
2871.0,2871.0,0.0,2385.8,20.071932,-89.05033,31.0,0,0,1,0,1,0,0,1,0,0,2,0.83,Yucatán
12144.0,7111.0,5033.0,3484.39,25.421665,-100.999721,1600.0,0,0,1,0,1,0,0,1,0,0,2,0.49,Coahuila
6.5,6.5,0.0,1108.25,19.956229,-99.844032,2564.0,0,0,1,1,0,0,0,0,0,1,4,170.5,México
3216.0,3216.0,0.0,2894.4,18.091467,-98.120421,1100.0,0,0,1,0,1,0,0,1,0,0,2,0.9,Puebla
2450.0,2450.0,0.0,20335.0,26.819153000000004,-107.069362,2396.0,0,0,1,0,1,1,0,0,0,0,5,8.3,Chihuahua
2300.0,2300.0,0.0,2852.0,18.240372,-96.403581,40.0,0,0,1,0,1,0,0,1,0,0,2,1.24,Oaxaca
502.0,502.0,0.0,3333.28,21.168611,-102.461111,1779.0,0,0,1,1,0,0,0,1,0,0,2,6.64,Jalisco
1273.0,1273.0,0.0,18145.34,26.000787,-105.523257,1632.0,0,0,1,0,1,1,0,0,0,0,5,14.25,Durango
1045.0,1045.0,0.0,29364.5,25.783258,-100.053678,338.0,0,1,0,1,0,0,0,0,1,0,6,28.1,Nuevo León
2740.0,2640.0,100.0,3049.9,19.816758,-97.805972,1734.0,0,0,1,0,1,0,0,1,0,0,2,1.16,Puebla
12.0,12.0,0.0,1862.4,20.4475,-102.135,1789.0,1,0,0,1,0,0,0,0,0,1,4,155.2,Jalisco
1365.46,1365.46,0.0,34887.5,20.093333,-103.38,1378.0,0,1,0,0,1,0,0,0,1,0,6,25.55,Jalisco
1150.0,1150.0,0.0,3000.0,18.987223,-98.921439,1901.0,0,0,1,0,1,0,0,1,0,0,2,2.61,Morelos
37.55,37.55,0.0,1711.15,19.941389,-105.245278,36.0,1,0,0,1,0,0,0,0,0,1,4,45.57,Jalisco
2393.0,2393.0,0.0,2895.53,16.892243,-92.371953,1421.0,1,0,0,0,1,0,0,1,0,0,3,1.21,Chiapas
1224.0,1224.0,0.0,2570.4,16.877889,-95.042149,202.0,1,0,0,0,1,0,0,1,0,0,3,2.1,Oaxaca
10.5,10.5,0.0,1281.0,19.569814,-99.769267,2547.0,0,0,1,1,0,0,0,0,0,1,4,122.0,México
1240.0,1240.0,0.0,2604.0,19.235725,-98.495455,2401.0,0,0,1,0,1,0,0,1,0,0,2,2.1,Puebla
795.0,795.0,0.0,20359.95,28.487043,-100.917622,360.0,1,0,0,1,0,1,0,0,0,0,5,25.61,Coahuila
2399.0,2399.0,0.0,3199.27,15.456367000000002,-92.27964,2839.0,0,0,1,0,1,0,0,1,0,0,2,1.33,Chiapas
1400.0,1400.0,0.0,25522.0,21.983056,-103.596667,1764.0,0,1,0,0,1,0,0,0,1,0,6,18.23,Jalisco
1467.0,1126.0,341.0,2871.3,16.627071,-98.636714,156.0,0,0,1,0,1,0,0,1,0,0,2,2.55,Guerrero
985.0,985.0,0.0,35203.9,20.440556,-104.408889,1539.0,0,1,0,0,1,0,0,0,1,0,6,35.74,Jalisco
550.0,550.0,0.0,12705.0,30.898246,-109.560008,1130.0,1,0,0,1,0,1,0,0,0,0,7,23.1,Sonora
1530.0,1530.0,0.0,2371.5,20.621569,-98.199049,791.0,1,0,0,0,1,0,0,1,0,0,3,1.55,Veracruz
704.0,704.0,0.0,2435.84,16.583314,-98.817852,2.0,1,0,0,0,1,0,0,1,0,0,3,3.46,Guerrero
978.0,978.0,0.0,2445.0,19.416644,-102.12988,1877.0,0,0,1,0,1,0,0,1,0,0,2,2.5,Michoacán
718.0,718.0,0.0,3231.0,19.898995000000003,-101.505151,2044.0,0,0,1,1,0,0,0,1,0,0,2,4.5,Michoacán
1750.0,1750.0,0.0,21140.0,26.926111,-101.449444,590.0,0,1,0,0,1,0,0,0,1,0,6,12.08,Coahuila
574.0,574.0,0.0,22896.86,25.757778,-102.983157,1091.0,1,0,0,1,0,1,0,0,0,0,5,39.89,Coahuila
487.0,442.0,0.0,14068.86,17.538207,-101.274552,28.0,0,1,0,1,0,0,0,0,1,0,6,31.83,Guerrero
1460.0,1460.0,0.0,3212.0,19.968214,-101.139584,1837.0,0,0,1,0,1,0,0,1,0,0,2,2.2,Michoacán
1056.0,1056.0,0.0,908.16,18.22951,-94.872756,439.0,1,0,0,0,1,0,1,0,0,0,3,0.86,Veracruz
650.0,650.0,0.0,3793.0,25.980996,-98.090138,28.0,1,0,0,1,0,0,0,1,0,0,3,5.84,Tamaulipas
1300.0,1300.0,0.0,2730.0,16.306406,-97.546069,385.0,0,0,1,0,1,0,0,1,0,0,2,2.1,Oaxaca
13.7,13.7,0.0,1816.35,20.435,-103.928611,1305.0,0,0,1,1,0,0,0,0,0,1,4,132.58,Jalisco
2418.0,2418.0,0.0,2930.5,16.955624,-96.479215,1622.0,0,0,1,0,1,0,0,1,0,0,2,1.21,Oaxaca
725.0,725.0,0.0,27335.0,26.107386,-103.439236,1092.0,1,0,0,1,0,1,0,0,0,0,5,37.7,Durango
1591.0,1591.0,0.0,2807.6,17.477494,-91.425948,23.0,1,0,0,0,1,0,0,1,0,0,3,1.76,Tabasco
1200.0,1200.0,0.0,21312.0,20.375313,-99.651181,2109.0,0,0,1,0,1,1,0,0,0,0,5,17.76,Hidalgo
712.0,712.0,0.0,2492.0,22.664371,-102.109923,2116.0,0,0,1,1,0,0,0,1,0,0,2,3.5,Zacatecas
999.0,999.0,0.0,910.0,16.315947,-91.981568,1525.0,1,0,0,0,1,0,1,0,0,0,3,0.91,Chiapas
1250.0,1250.0,0.0,2625.0,15.01852,-92.384181,39.0,0,0,1,0,1,0,0,1,0,0,2,2.1,Chiapas
1732.0,1732.0,0.0,2338.2,20.951649,-98.382867,677.0,1,0,0,0,1,0,0,1,0,0,3,1.35,Hidalgo
890.0,890.0,0.0,2661.1,19.122291,-97.085264,1793.0,0,0,1,0,1,0,0,1,0,0,2,2.99,Veracruz
414.0,414.0,0.0,35611.8,20.039193,-98.357006,2180.0,0,1,0,1,0,0,0,0,1,0,6,86.02,Hidalgo
1446.0,1446.0,0.0,3392.6,19.043297,-101.162229,664.0,0,0,1,0,1,0,0,1,0,0,2,2.35,Michoacán
1100.0,1100.0,0.0,12100.0,19.687652,-101.954816,2377.0,0,0,1,0,1,1,0,0,0,0,5,11.0,Michoacán
